data,trip_creation_time,route_schedule_uuid,route_type,trip_uuid,source_center,source_name,destination_center,destination_name,od_start_time,od_end_time,start_scan_to_end_scan,is_cutoff,cutoff_factor,cutoff_timestamp,actual_distance_to_destination,actual_time,osrm_time,osrm_distance,factor,segment_actual_time,segment_osrm_time,segment_osrm_distance,segment_factor,delivery_time_hours,duplicate_flag,same_city
training,15:00.7,thanos::sroute:f8c83fd0-6554-44f3-9408-32465bd1f01c,FTL,trip-153791010073107443,IND573116AAA,Channaraya_patna_D (Karnataka),IND571432AAB,Nagamangala_MandyaRD_D (Karnataka),19:50.0,09:24.0,109,FALSE,42,25-09-2018 23:37,42.43418448,84,45,59.8649,1.866666667,34,20,26.2629,1.7,1.826104481,0,0
training,00:39.9,thanos::sroute:14c55592-ba2e-4f72-820c-3a22334137cd,FTL,trip-153742683986834433,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),00:39.9,46:25.4,2205,TRUE,550,20-09-2018 23:23,550.8504863,1217,507,716.6196,2.400394477,29,19,27.4464,1.526315789,36.76265752,1,0
test,16:48.0,thanos::sroute:65298ce5-d9ee-4614-80fe-0b619cfd3758,FTL,trip-153851500797048755,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND302014AAA,Jaipur_Hub (Rajasthan),16:48.0,01:10.4,3044,FALSE,1532,03-10-2018 03:14,1532.534685,2616,1366,1854.7412,1.915080527,105,37,32.2486,2.837837838,50.73956674,1,0
training,43:56.1,thanos::sroute:caf62782-95cc-4d47-a071-d1c70384424b,FTL,trip-153774263614858836,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),43:56.1,53:02.5,1509,TRUE,616,24-09-2018 03:44,616.2279077,1205,561,789.7287,2.147950089,27,18,25.7977,1.5,25.15177672,1,0
test,03:04.3,thanos::sroute:4a82dc91-6e1b-4d75-8b07-dba2aec1eb08,Carting,trip-153852138427518365,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND532001AAB,Srikakulam_Kuslpram_I (Andhra Pradesh),03:04.3,08:37.3,185,TRUE,27,03-10-2018 01:29,27.80216076,36,20,28.9266,1.8,8,6,9.363,1.333333333,3.092517359,0,0
training,12:56.5,thanos::sroute:7e434d46-9aed-456a-82dd-9386e52a6782,Carting,trip-153748517648523408,IND321022AAA,Kaman_BsstdDPP_D (Rajasthan),IND121004AAB,FBD_Balabhgarh_DPC (Haryana),58:12.2,13:24.0,195,TRUE,45,21-09-2018 06:54,45.46780821,75,33,47.6684,2.272727273,17,7,9.9503,2.428571429,3.253287069,0,0
test,40:37.2,thanos::sroute:0fbad078-8c7c-4ab3-9791-898cdafce4e3,Carting,trip-153818883724884652,IND560058AAD,Bengaluru_Peenya_L (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),40:37.2,51:20.6,130,TRUE,9,29-09-2018 04:17,9.094729725,24,18,12.2611,1.333333333,24,18,12.2611,1.333333333,2.178720064,0,0
training,03:28.5,thanos::sroute:b393e9f5-c240-4276-900b-08b81d559632,FTL,trip-153729020845221559,IND000000ABD,Pallakad_ChndrNgr_D (Kerala),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),33:43.8,41:28.1,787,TRUE,66,19-09-2018 11:31,67.67245432,181,83,76.3391,2.180722892,47,28,29.8001,1.678571429,13.12895685,1,0
training,16:47.1,thanos::sroute:be1c03eb-fd2f-4455-a933-5e3d0857e027,FTL,trip-153774100706429123,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),16:47.1,54:00.2,2077,TRUE,704,24-09-2018 16:13,709.7809624,983,537,760.8997,1.830540037,33,22,31.95,1.5,34.62030446,1,0
test,38:51.6,thanos::sroute:f736bbd2-bccd-4649-a101-94b6a89ad5dc,FTL,trip-153814553160634216,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),38:51.6,33:58.8,1255,TRUE,528,28-09-2018 21:05,528.1746604,861,483,674.3647,1.782608696,36,33,32.3229,1.090909091,20.91865901,1,0
training,11:06.8,thanos::sroute:f01c8bbd-655d-42ea-9abf-60d5040606ee,FTL,trip-153723666682820152,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND826004AAA,Dhanbad_Kalynpur_I (Jharkhand),11:06.8,32:10.6,501,TRUE,110,18-09-2018 08:13,112.8393667,130,82,117.0492,1.585365854,21,27,30.9023,0.777777778,8.351050805,1,0
training,52:47.4,thanos::sroute:be8c8fd7-8979-4783-9786-8664f97a45da,FTL,trip-153731116736488318,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),52:47.4,37:33.2,2744,TRUE,528,20-09-2018 02:51,528.0866638,1064,532,740.4914,2,32,19,27.2901,1.684210526,45.74606581,1,0
training,44:34.1,thanos::sroute:b1be269f-1529-461f-8132-6ee7224cc5f9,FTL,trip-153782187407206790,IND843329AAB,Sheohar_Ward9DPP_D (Bihar),IND843301AAA,Sitamari_Durma_D (Bihar),02:17.6,22:50.5,80,FALSE,21,24-09-2018 23:17,21.33685063,51,20,27.9938,2.55,51,20,27.9938,2.55,1.342475994,0,0
training,57:09.0,thanos::sroute:e2f5faaa-455a-494b-a501-549c3e3081ec,FTL,trip-153786582903932459,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),28:48.5,48:21.1,2059,TRUE,66,27-09-2018 05:10,66.07802455,214,68,86.3845,3.147058824,58,34,41.8768,1.705882353,34.32571862,1,0
test,59:30.0,thanos::sroute:65298ce5-d9ee-4614-80fe-0b619cfd3758,FTL,trip-153843116995748678,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND302014AAA,Jaipur_Hub (Rajasthan),59:30.0,17:34.9,3498,TRUE,1100,02-10-2018 14:02,1102.015224,2498,977,1334.7157,2.556806551,26,16,23.2556,1.625,58.30136667,1,0
test,49:58.3,thanos::sroute:7f3b4fe6-69c6-49ff-b590-8d6a5f386452,Carting,trip-153860339830300006,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND700088AAA,Kolkata_TrtllaRD_L (West Bengal),49:58.3,45:53.7,175,TRUE,9,03-10-2018 23:17,9.364919832,78,20,15.2042,3.9,78,20,15.2042,3.9,2.932064078,0,0
test,43:59.9,thanos::sroute:c293f686-bad2-4807-a5bd-e3b3bac07671,Carting,trip-153814583985903702,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND110085AAB,Delhi_Rohini_DPC (Delhi),43:59.9,59:42.3,255,TRUE,36,28-09-2018 17:28,37.50029557,86,46,43.6859,1.869565217,12,10,10.7502,1.2,4.261800447,1,0
training,25:43.9,thanos::sroute:871460ad-609e-480e-9ee2-3076eae0776a,Carting,trip-153687754564273073,IND532001AAB,Srikakulam_Kuslpram_I (Andhra Pradesh),IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),52:08.7,39:35.9,1127,TRUE,18,14-09-2018 04:29,18.29071816,72,23,27.6507,3.130434783,29,6,9.4573,4.833333333,18.7908964,1,0
training,01:46.6,thanos::sroute:449c95d6-7baf-4c59-ac16-180c22aeec86,FTL,trip-153775090663971235,IND508207AAB,Miryalguda_Ragvendr_D (Telangana),IND521225AAB,Vijayawada_Rynapadu_H (Andhra Pradesh),33:34.9,55:00.5,261,TRUE,110,24-09-2018 11:09,110.3591273,225,117,140.1007,1.923076923,35,21,26.7517,1.666666667,4.357127245,1,0
training,35:08.1,thanos::sroute:7b3644f2-878b-4b57-b630-1fcd7a4830d8,FTL,trip-153759810811650775,IND742101AAC,Baharampur_Chuanpur_I (West Bengal),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),18:51.7,44:33.0,625,TRUE,154,22-09-2018 18:57,154.3856756,346,127,178.5593,2.724409449,42,17,24.4118,2.470588235,10.428142,0,0
training,14:19.8,thanos::sroute:42969f47-47af-4473-9f2c-cf747fe82077,FTL,trip-153714685976304454,IND624101AAA,Kodaikanal_Athithnr_DC (Tamil Nadu),IND624202AAA,Batlagundu_RTOofice_D (Tamil Nadu),30:23.0,15:35.4,105,FALSE,29,17-09-2018 04:51,29.9546321,81,121,56.086,0.669421488,34,39,16.2262,0.871794872,1.753440424,1,0
training,33:32.7,thanos::sroute:c8cfa6a6-8372-4b40-99f8-681a0de7d23c,Carting,trip-153695721266400849,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND110030AAD,Delhi_Kishangarh_DPC (Delhi),33:32.7,15:42.8,162,TRUE,36,14-09-2018 21:43,39.16959096,89,47,48.0712,1.893617021,13,8,9.4597,1.625,2.702815193,0,0
training,06:04.5,thanos::sroute:6a27be1b-8585-43b1-9c46-f69ee50eb25b,Carting,trip-153714636450983096,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND131028AAB,Sonipat_Kundli_H (Haryana),06:04.5,28:23.5,382,TRUE,63,17-09-2018 04:11,63.79805616,158,97,80.8109,1.628865979,16,32,14.9157,0.5,6.371955623,1,0
training,23:17.0,thanos::sroute:14465f3f-3911-46b4-9256-0ddc7f55b293,FTL,trip-153747139699111078,IND533401AAA,Tuni_Eaglvari_D (Andhra Pradesh),IND533106AAA,Rajamundry_AtoNgrRd_I (Andhra Pradesh),35:27.0,07:12.8,211,TRUE,66,21-09-2018 04:51,67.21295268,127,53,75.3191,2.396226415,63,17,25.1633,3.705882353,3.529396384,0,0
training,37:46.6,thanos::sroute:c094f55b-3c48-4ce4-b649-b99a4af2a99c,FTL,trip-153772426662995878,IND395023AAA,Surat_HUB (Gujarat),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),41:53.3,54:54.9,1873,TRUE,968,24-09-2018 11:18,968.0961078,1580,818,1125.0201,1.931540342,34,22,31.6433,1.545454545,31.21710833,1,0
training,42:51.0,thanos::sroute:710a97ee-afd0-4ff2-a841-e5d11a956b4d,Carting,trip-153673097098218825,IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),IND600044AAE,Chennai_Chrompet_L (Tamil Nadu),42:51.0,54:45.5,251,FALSE,25,12-09-2018 08:19,25.17584118,72,35,36.1065,2.057142857,13,7,7.8946,1.857142857,4.198471866,0,0
training,01:20.6,thanos::sroute:fbf0d787-ad35-4831-a9ce-aad479ae2dcb,FTL,trip-153736208061233202,IND821115AAB,Sasaram_Central_I_2 (Bihar),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),24:26.7,10:23.4,1485,TRUE,506,20-09-2018 12:42,507.3176056,866,419,549.1183,2.066825776,27,14,21.1922,1.928571429,24.76575035,1,0
training,01:39.2,thanos::sroute:2b217b8b-1ceb-45f8-a03a-08952fc17210,Carting,trip-153697329922624568,IND415301AAB,Atapadi_Vidyangr_D (Maharashtra),IND413307AAB,Sangola_Central_DPP_2 (Maharashtra),16:36.1,22:21.2,65,TRUE,27,15-09-2018 04:27,27.54199187,54,33,35.1789,1.636363636,20,19,15.3509,1.052631579,1.095862477,0,0
test,27:53.4,thanos::sroute:3def24ea-f80d-4d49-b450-720dc5d13d04,FTL,trip-153814127340262918,IND395023AAA,Surat_HUB (Gujarat),IND110037AAM,Delhi_Airport_H (Delhi),27:53.4,32:39.1,2104,TRUE,132,29-09-2018 20:31,132.7402654,216,134,170.2662,1.611940299,26,34,48.4279,0.764705882,35.07935609,1,0
test,39:25.6,thanos::sroute:88f3c4f2-ba7c-4817-8dff-e181ba3d772d,FTL,trip-153812396555262982,IND342005AAD,Jodhpur_Basni_I (Rajasthan),IND342601AAA,Piparcity_BsstdDPP_D (Rajasthan),38:53.2,02:11.8,323,TRUE,22,29-09-2018 05:20,23.56668473,38,22,25.0701,1.727272727,38,22,25.0701,1.727272727,5.388489641,1,0
training,45:45.1,thanos::sroute:396d96a3-e2f8-4c40-af0e-056e11f57761,FTL,trip-153767794509417995,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND110037AAM,Delhi_Airport_H (Delhi),45:45.1,50:32.1,2284,TRUE,242,24-09-2018 08:59,242.5976586,550,209,273.2078,2.631578947,50,18,26.8236,2.777777778,38.07973011,1,0
training,01:29.3,thanos::sroute:1b3b307a-9fc7-471e-94b2-45bc84dbfc90,FTL,trip-153794528932728683,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND416012AAA,Kolhapur_Shivaji_I (Maharashtra),01:29.3,21:45.6,620,TRUE,66,26-09-2018 14:05,67.47219519,189,63,78.9747,3,25,19,24.116,1.315789474,10.33784962,1,0
training,49:54.2,thanos::sroute:a79ef6f8-1649-4f1f-a2eb-3a726089b2f3,FTL,trip-153760259417117027,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND431603AAA,Nanded_Aswningr_I (Maharashtra),49:54.2,19:42.4,869,TRUE,330,22-09-2018 12:09,332.5051624,589,278,392.2172,2.118705036,31,19,28.2729,1.631578947,14.49672378,0,0
training,41:48.0,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153687130795594374,IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),47:58.5,46:10.2,958,TRUE,198,15-09-2018 08:11,205.4412039,325,167,233.9444,1.946107784,69,23,32.6374,3,15.96992915,1,0
training,57:17.0,thanos::sroute:1b91220f-7441-4185-aa5b-bec4b1e00d24,Carting,trip-153696943704306261,IND603301AAA,Malemruvathur_Achipkam_D (Tamil Nadu),IND600044AAD,Chennai_Chrompet_DPC (Tamil Nadu),49:04.1,51:33.5,182,TRUE,9,15-09-2018 05:45,9.088265681,24,11,10.6659,2.181818182,24,11,10.6659,2.181818182,3.04150523,1,0
training,44:58.7,thanos::sroute:bc7dbb1d-9379-4674-b8d3-f9c3b965bb38,FTL,trip-153736469866480991,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),44:58.7,24:25.9,4239,TRUE,1056,20-09-2018 03:19,1056.545278,3342,803,1137.0902,4.161892902,74,17,24.3486,4.352941176,70.65757526,1,0
training,35:34.2,thanos::sroute:951d77aa-4725-4c4e-882d-42acc35b3303,FTL,trip-153697533422394237,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),35:34.2,23:33.8,2087,TRUE,660,15-09-2018 18:00,660.3802825,1097,570,780.662,1.924561404,79,23,24.7572,3.434782609,34.79987622,1,0
training,50:17.0,thanos::sroute:ff6d6662-580b-43c3-810c-ba3027000f79,Carting,trip-153754141703915234,IND144001AAC,Jalandhar_Sodal Road (Punjab),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),50:17.0,47:40.5,837,TRUE,72,22-09-2018 02:08,73.43698661,99,52,74.2349,1.903846154,11,6,9.2251,1.833333333,13.95651061,1,0
test,44:57.0,thanos::sroute:e6cddf04-c0d9-4c1e-9215-901e25b63b04,Carting,trip-153842669699379012,IND742121AAA,Nowda_AmtlaDPP_D (West Bengal),IND742102AAB,Berhampore_Central_I_2 (West Bengal),16:27.6,24:32.9,188,FALSE,18,29:00.0,18.85845852,118,21,24.5184,5.619047619,18,8,9.1021,2.25,3.134806102,1,0
test,04:34.0,thanos::sroute:d44a95bc-1d78-49aa-a987-ea5763aa2cbe,FTL,trip-153833427399895779,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),04:34.0,20:17.4,2715,TRUE,682,01-10-2018 22:08,683.2591187,1089,630,845.9166,1.728571429,41,20,22.4028,2.05,45.26206615,1,0
training,16:53.2,thanos::sroute:7af51efd-ae4d-49bc-9b68-345abe68ace5,FTL,trip-153796781323528185,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),16:53.2,13:51.7,3116,TRUE,1034,27-09-2018 11:09,1035.641186,1799,1017,1398.05,1.76892822,35,26,37.2697,1.346153846,51.94956942,1,0
test,28:59.2,thanos::sroute:02de57bd-bcf5-4c26-a02e-38f1a60d2fc3,Carting,trip-153852293922151474,IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),IND208012AAA,Kanpur_Central_D_7 (Uttar Pradesh),28:59.2,49:35.8,200,TRUE,9,03-10-2018 01:46,9.385083511,24,10,10.5228,2.4,24,10,10.5228,2.4,3.34349985,1,0
training,24:27.9,thanos::sroute:a4bf93af-8105-4dff-818e-cb79ddd69761,FTL,trip-153759026793239547,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND521225AAB,Vijayawada_Rynapadu_H (Andhra Pradesh),24:27.9,59:48.4,2915,TRUE,242,23-09-2018 19:50,242.114953,381,217,287.8793,1.755760369,27,19,27.5984,1.421052632,48.58901877,1,0
training,43:16.4,thanos::sroute:4e7e8e63-8b57-464c-9028-8d0206917681,FTL,trip-153746539643576724,IND577002AAA,Davangere_Central_I_1 (Karnataka),IND580028AAA,Hubli_Adargchi_IP (Karnataka),54:02.6,25:30.7,271,TRUE,44,21-09-2018 11:11,46.07162826,71,37,51.702,1.918918919,28,11,16.2888,2.545454545,4.524487919,1,0
training,53:00.1,thanos::sroute:4392d930-ea5e-44de-aac8-df06da04a226,FTL,trip-153760638011640248,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND143001AAA,Amritsar_DPC (Punjab),53:00.1,11:54.7,798,TRUE,110,22-09-2018 18:56,110.4943852,189,92,127.0867,2.054347826,45,20,28.9709,2.25,13.31516171,1,0
training,16:57.3,thanos::sroute:162f9a67-5ebe-4338-8450-1c6d57d2c7b1,FTL,trip-153695261726506759,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),28:03.8,22:32.3,2154,TRUE,792,15-09-2018 19:29,792.8974991,1128,610,863.3788,1.849180328,21,29,41.515,0.724137931,35.90792609,1,0
training,02:08.2,thanos::sroute:14058670-577e-4371-a06f-fde230fe48aa,FTL,trip-153742332816267920,IND515004AAA,Anantapur_KamaStrt_I (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),11:37.7,21:06.5,489,TRUE,88,20-09-2018 20:58,88.75647084,105,70,98.4016,1.5,53,6,9.4372,8.833333333,8.157983004,1,0
training,28:41.3,thanos::sroute:97311d9b-d71a-47dc-8e23-e31619868b43,FTL,trip-153714052130603184,IND505184AAC,Manthani_Chaitnya_D (Telangana),IND505001AAB,Karimnagar_KamnHbRD_I (Telangana),09:50.7,51:41.9,161,FALSE,60,17-09-2018 06:49,60.74981115,106,62,69.0187,1.709677419,36,21,19.1733,1.714285714,2.697575204,0,0
training,27:23.5,thanos::sroute:0f511873-835e-4cdb-a346-da30d8d545e5,Carting,trip-153766604351591891,IND585104AAA,Gulbarga_Nehrugnj_I (Karnataka),IND585307AAB,Chincholi_Mainroad_D (Karnataka),27:23.5,37:16.0,129,FALSE,62,23-09-2018 01:49,62.03790313,99,66,71.8073,1.5,16,9,13.1346,1.777777778,2.164573307,1,0
training,50:09.8,thanos::sroute:bc7dbb1d-9379-4674-b8d3-f9c3b965bb38,FTL,trip-153684660977447700,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),50:09.8,58:14.6,2588,TRUE,594,14-09-2018 16:47,594.1119702,870,448,632.0185,1.941964286,246,7,7.4195,35.14285714,43.13467971,1,0
test,00:53.8,thanos::sroute:de0c83be-7a36-46cd-983b-8799fbe8dedc,Carting,trip-153830165384305991,IND834002AAB,Ranchi_Hub (Jharkhand),IND826004AAA,Dhanbad_Kalynpur_I (Jharkhand),00:53.8,00:39.6,599,TRUE,81,30-09-2018 16:17,81.03976576,213,82,104.5317,2.597560976,20,9,9.3495,2.222222222,9.996031694,1,0
test,01:44.6,thanos::sroute:32d7b4f2-b226-4919-a152-2fbd0d1bd99a,Carting,trip-153816850457989991,IND713130AAA,Katwa_BSarani_D (West Bengal),IND741123AAB,Chapra_NagarDPP_D (West Bengal),27:46.2,50:56.3,203,FALSE,44,29-09-2018 01:13,44.58319669,143,64,73.2802,2.234375,15,9,9.6722,1.666666667,3.386138385,1,0
training,30:21.4,thanos::sroute:55f92e5f-4e98-4f2c-944d-98aceb61525b,FTL,trip-153799022140621526,IND852131AAA,Supaul_SadrHsptl_D (Bihar),IND852201AAA,Saharsa_Gangjala_D (Bihar),21:24.9,34:17.3,132,FALSE,27,21:24.9,27.2238735,113,33,35.957,3.424242424,0,0,0,-1,2.214532779,0,0
training,07:57.6,thanos::sroute:d1820d5b-74d1-4647-a4c2-77afb9cbd9ed,Carting,trip-153792047758919678,IND600044AAD,Chennai_Chrompet_DPC (Tamil Nadu),IND603001AAA,Chennai_Chnglptu_DC (Tamil Nadu),07:57.6,34:47.5,146,FALSE,35,26-09-2018 00:51,35.09464148,88,30,38.6679,2.933333333,16,16,16.4361,1,2.447194023,1,0
training,13:08.1,thanos::sroute:a97500f3-bbd4-4901-bcf1-e351aa810b90,FTL,trip-153788118805386537,IND313001AAB,Udaipur_Mangri_I (Rajasthan),IND327001AAB,Banswara_KhandDPP_D (Rajasthan),13:08.1,54:57.5,701,TRUE,66,25-09-2018 22:45,68.57840955,124,63,90.4088,1.968253968,30,20,28.3883,1.5,11.69706046,1,0
training,51:12.0,thanos::sroute:9d00b12d-1264-4770-b34d-0c0602b1692f,Carting,trip-153735427197077702,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),51:12.0,16:20.9,205,TRUE,9,19-09-2018 12:39,9.466235521,31,23,14.6873,1.347826087,31,23,14.6873,1.347826087,3.419159919,0,0
test,02:02.9,thanos::sroute:e51683f5-1083-4a25-b316-e01744a8144b,FTL,trip-153860772287707635,IND507303AAA,Sathupally_VidyaNGR_D (Telangana),IND507002AAA,Khammam_NSTRoad_I (Telangana),04:21.8,41:47.9,397,TRUE,66,04-10-2018 08:32,67.07924699,114,52,73.6755,2.192307692,36,16,23.399,2.25,6.623933838,0,0
training,36:48.7,thanos::sroute:b0839655-98aa-4376-81cb-3b9fde84a083,Carting,trip-153720221966497567,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),36:48.7,57:43.3,320,TRUE,36,17-09-2018 19:51,37.49483457,103,53,44.3111,1.943396226,50,9,9.599,5.555555556,5.348503846,0,0
test,27:46.6,thanos::sroute:713c72c6-a9a8-4b45-b137-09dbcda4a7ab,Carting,trip-153818086662014212,IND302006AAA,Jaipur (Rajasthan),IND302014AAB,Jaipur_Central_I_7 (Rajasthan),19:15.2,40:25.7,81,TRUE,9,29-09-2018 06:02,9.265078871,23,8,10.9182,2.875,23,8,10.9182,2.875,1.352908826,0,0
training,58:02.4,thanos::sroute:f6d1ba62-76a2-4dba-83ec-3ac0803825aa,FTL,trip-153764628243892763,IND457001AAA,Ratlam_Khjurwli_DC (Madhya Pradesh),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),03:05.1,52:31.1,589,TRUE,22,23-09-2018 13:30,22.11772355,70,22,31.0727,3.181818182,70,22,31.0727,3.181818182,9.82386557,0,0
training,56:14.2,thanos::sroute:bcce7b68-e962-4a29-af24-167e3e926d04,FTL,trip-153705217420105354,IND781018AAB,Guwahati_Hub (Assam),IND110037AAM,Delhi_Airport_H (Delhi),56:14.2,26:27.1,3510,TRUE,88,18-09-2018 04:45,88.84573814,273,83,111.5405,3.289156627,30,15,22.2247,2,58.50358027,1,0
training,17:26.9,thanos::sroute:75a84ec5-a02c-421c-96f4-1601912b7bb4,FTL,trip-153675104692374277,IND580028AAA,Hubli_Adargchi_IP (Karnataka),IND591123AAC,Ramdurg_GndhiNGR_D (Karnataka),17:26.9,15:56.1,718,TRUE,66,12-09-2018 21:07,66.86878077,122,75,80.6603,1.626666667,40,22,24.1493,1.818181818,11.97477444,1,0
training,19:49.9,thanos::sroute:00a74fab-a3ac-44df-b83a-cbf181b4cd94,FTL,trip-153735958985730151,IND853204AAA,Naugchia_Vijayght_D (Bihar),IND851204AAA,Khagaria_GodamDPP_D (Bihar),38:34.3,33:08.6,114,FALSE,60,20-09-2018 00:55,60.005446,88,46,65.6109,1.913043478,22,12,17.1274,1.833333333,1.909535664,0,0
training,50:23.4,thanos::sroute:5e71fe74-0f45-42dc-97ce-082f6368abd0,FTL,trip-153763862340416966,IND811399AAA,Noida_Sector02_C (Uttar Pradesh),IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),49:22.1,33:39.1,644,TRUE,242,23-09-2018 02:58,242.1753386,384,190,267.4127,2.021052632,40,18,25.6314,2.222222222,10.73805839,1,0
training,33:42.3,thanos::sroute:bca9677c-ee8d-43c6-a4ca-0de0eb09e7f8,FTL,trip-153739989902112255,IND321001AAA,Bharatpur_DC (Rajasthan),IND321401AAB,Bayana_LalBagh_D (Rajasthan),36:24.5,06:19.1,89,FALSE,39,20-09-2018 04:07,39.54723586,54,43,46.1307,1.255813953,24,16,17.8505,1.5,1.498476304,0,0
training,13:04.6,thanos::sroute:e001e3f7-17c4-4d4c-9a42-0f4476b693f6,Carting,trip-153767598462008242,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND500010AAB,Hyderabad_Alwal_L (Telangana),13:04.6,50:02.7,336,FALSE,35,23-09-2018 07:43,35.40045926,92,40,48.6951,2.3,14,7,8.8505,2,5.616138443,0,0
training,18:04.9,thanos::sroute:98f0b9e5-f138-4d74-a544-d1bcdbc85b06,FTL,trip-153779508492576787,IND110037AAM,Delhi_Airport_H (Delhi),IND282002AAD,,18:04.9,33:14.9,555,FALSE,172,24-09-2018 17:29,172.3410809,297,151,206.0601,1.966887417,63,30,28.9924,2.1,9.25276246,1,0
training,16:33.8,thanos::sroute:3f001d56-e933-4ba1-a7cf-26828f7208c9,Carting,trip-153757179379099819,IND561202AAB,Pavagada_PnukndRD_D (Karnataka),IND515134AAA,Puttaprthi_Gokulam_D (Andhra Pradesh),56:20.3,00:06.5,123,FALSE,56,22-09-2018 03:01,56.52724957,118,66,66.3833,1.787878788,1,1,1.5418,1,2.062836939,1,0
training,19:02.0,thanos::sroute:9235e090-a61d-4a3b-81a3-eb4f37d65cfd,FTL,trip-153712554195755989,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),19:02.0,06:09.6,1427,TRUE,286,17-09-2018 11:53,286.3715223,364,235,313.4269,1.54893617,19,14,20.746,1.357142857,23.78544295,1,0
training,01:11.0,thanos::sroute:55b43bfd-5666-4839-b017-54144bd9aeca,FTL,trip-153712447095653447,IND110037AAM,Delhi_Airport_H (Delhi),IND226004AAC,Lucknow_Pandriba_L (Uttar Pradesh),01:11.0,23:10.6,1041,FALSE,422,16-09-2018 23:22,422.8744151,686,375,489.2995,1.829333333,14,12,10.8901,1.166666667,17.36657186,1,0
training,24:04.9,thanos::sroute:14465f3f-3911-46b4-9256-0ddc7f55b293,FTL,trip-153721224492486790,IND533003AAA,Kakinada_DC (Andhra Pradesh),IND533401AAA,Tuni_Eaglvari_D (Andhra Pradesh),46:26.1,22:04.9,155,TRUE,22,18-09-2018 02:45,22.6680706,31,21,25.6661,1.476190476,31,21,25.6661,1.476190476,2.594095537,1,0
